,SNo,Date,StartupName,IndustryVertical,SubVertical,City,InvestorsName,InvestmentType,AmountInUSD,Remarks,yearmonth
2445,2446,22/09/2015,LogiNext,End-to-end Logistics platform,nan,Mumbai,Paytm,Private Equity,10000000.0,Series A,201509
2446,2447,22/09/2015,Korra,Private Label Apparel sales,nan,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,300000.0,nan,201509
2447,2448,23/09/2015,Credihealth,Healthcare Consulting platform,nan,Gurgaon,Rajat Malhotra,Seed Funding,-999.0,nan,201509
2448,2449,23/09/2015,Amigobulls,Stock Market Portal,nan,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,-999.0,nan,201509
2449,2450,23/09/2015,SilverPush,Cross-device retargeting platform,nan,Gurgaon / SFO,M&S Partners,Private Equity,1200000.0,Series A,201509
2450,2451,23/09/2015,Juggernaut,Digital & Physical Publishing platform,nan,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,2250000.0,Series A,201509
2451,2452,23/09/2015,InnerChef,Food Delivery Platform,nan,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,1750000.0,pre-Series A,201509
2452,2453,24/09/2015,Quintype,Data Driven Publishing platform,nan,Bangalore,Raghav Bahl,Private Equity,3300000.0,nan,201509
2453,2454,24/09/2015,Capabiliti,Employee OnBoarding & Orientation platform,nan,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,400000.0,nan,201509
2454,2455,24/09/2015,Fourth Partner Energy,Solar Power Solutions company,nan,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,2000000.0,Series A,201509
2455,2456,24/09/2015,Licious,Online Meat Ordering platform,nan,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,1000000.0,nan,201509
2456,2457,25/09/2015,TravelKhana,online meal-booking platform for train travelers,nan,New Delhi,Astarc Ventures & Others,Seed Funding,-999.0,Pre-Series A,201509
2457,2458,28/09/2015,Quickli,hyperlocal delivery platform,nan,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,-999.0,nan,201509
2458,2459,28/09/2015,Ola Cabs,Cab Booking app platform,nan,Bangalore,Didi Kuaidi,Private Equity,30000000.0,late Stage (part of $500M funding rnd),201509
2459,2460,29/09/2015,Paytm,E-Commerce & M-Commerce platform,nan,New Delhi,"Alibaba Group, Ant Financial",Private Equity,680000000.0,Late Stage (Alibaba @ 40% equity),201509
2460,2461,29/09/2015,Inmobi,Mobile Advertising platform,nan,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,100000000.0,Late Stage,201509
2461,2462,29/09/2015,Peppertap,Hyperlocal Grocery Delivery,nan,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,36000000.0,Series B,201509
2462,2463,29/09/2015,Hugefly,Ecommerce Product recommendation platform,nan,Pune,Mayank Singhal and others,Seed Funding,-999.0,nan,201509
2463,2464,29/09/2015,Brigge,Activity Based Social Network,nan,Chennai,The Chennai Angels,Seed Funding,-999.0,nan,201509
2464,2465,29/09/2015,Zakoopi,Fashion Discovery platform,nan,New Delhi,Uniqorn Ventures,Seed Funding,350000.0,nan,201509
2465,2466,29/09/2015,LoanCircle,Consumer lending marketplace,nan,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,-999.0,nan,201509
2466,2467,30/09/2015,Infoworks,Big Data Management Platform,nan,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,5000000.0,nan,201509
2467,2468,30/09/2015,RedDoorz,Budget Accommodation Platform,nan,Noida,Jungle Ventures,Seed Funding,1000000.0,nan,201509
2468,2469,30/09/2015,FirstTouch,Local Mobile OS,nan,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,-999.0,Super angel round,201509
2469,2470,30/09/2015,Eywa Media,Digital Signal processing platform,nan,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,1000000.0,nan,201509
2470,2471,01/08/2015,Snapdeal,Ecommerce Marketplace,nan,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,500000000.0,Late Stage Round 7th (More details),201508
2471,2472,01/08/2015,Ressy,Restaurant Discount app,nan,Pune,Mohandas Pai & others,Seed Funding,400000.0,nan,201508
2472,2473,03/08/2015,Cuelearn,Tech-enabled learning,nan,New Delhi,Alok Mittal,Seed Funding,-999.0,nan,201508
2473,2474,03/08/2015,Connect India,ECommerce Logistics provider,nan,New Delhi,Aavishkaar,Private Equity,5000000.0,Series A,201508
2474,2475,03/08/2015,The Home Salon,on-demand home beauty and wellness portal,nan,Mumbai,VentureNursery,Seed Funding,-999.0,nan,201508
2475,2476,03/08/2015,Jusride,Self Driven Car rental,nan,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,-999.0,nan,201508
2476,2477,03/08/2015,Oyorooms,Budget Hotel accommodation brand,nan,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital, Lightspeed India",Private Equity,100000000.0,Series B,201508
2477,2478,03/08/2015,Glowship,Energy & Environment Online Marketplace,nan,Bangalore,Infuse Ventures,Seed Funding,-999.0,nan,201508
2478,2479,03/08/2015,Wizrocket,User Engagment & Analytics platform,nan,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,9600000.0,Series B,201508
2479,2480,04/08/2015,Pickingo,On-Demand Delivery Logistics,nan,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,1300000.0,Series A,201508
2480,2481,05/08/2015,Grex,fund raising platform for startups,nan,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000.0,nan,201508
2481,2482,05/08/2015,LetsTransport,Logistics Tech Platform,nan,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000.0,nan,201508
2482,2483,05/08/2015,Zo Rooms,Online budget hotel chain,nan,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000.0,Series A,201508
2483,2484,05/08/2015,Doormint,Hyperlocal Handyman services,nan,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000.0,Series A,201508
2484,2485,05/08/2015,NightStay,hotel booking app,nan,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000.0,nan,201508
2485,2486,05/08/2015,Zocalo,Rental Accomodation finder,nan,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,-999.0,nan,201508
2486,2487,05/08/2015,Sunday Realty Solutions,Tech Platform for property brokers,nan,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000.0,nan,201508
2487,2488,06/08/2015,Klozee,Luxury Apparel rental,nan,Bangalore,Tracxn Labs,Seed Funding,-999.0,nan,201508
2488,2489,06/08/2015,Appvigil,App security testing platform,nan,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000.0,pre Series-A,201508
2489,2490,06/08/2015,practo,Doctor Appointment booking app,nan,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000.0,Series C,201508
2490,2491,06/08/2015,LoudShout,anonymous bulletin board app,nan,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,-999.0,nan,201508
2491,2492,06/08/2015,Wetravelsolo,Travel community platform,nan,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,-999.0,nan,201508
2492,2493,06/08/2015,Ketto,Crowd funding platform,nan,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000.0,nan,201508
2493,2494,06/08/2015,Ezetap,Mobile based PoS solution,nan,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000.0,Series C,201508
2494,2495,06/08/2015,NDTV ecommerce venture,Car & Bike ecommerce platform,nan,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,-999.0,Series A,201508
2495,2496,07/08/2015,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,nan,Gurgaon,YouWeCan Ventures,Seed Funding,630000.0,nan,201508
2496,2497,07/08/2015,EasyRewardz,Loyalty Programs & Reward Points,nan,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000.0,Pre-Series A,201508
2497,2498,07/08/2015,GIBSS,Energy saving solutions provider,nan,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,-999.0,Series A,201508
2498,2499,07/08/2015,StoreMore.in,Self-Storage Spaces,nan,Noida,Bedrock Ventures,Seed Funding,-999.0,nan,201508
2499,2500,07/08/2015,iOrderFresh,Grocery retail Mobile app,nan,New Delhi,Best Foodworks,Seed Funding,-999.0,nan,201508
2500,2501,10/08/2015,MyTaxiIndia,Taxi Rental platform,nan,Gurgaon,"Nihon Kotsu,",Private Equity,500000.0,Pre Series-A,201508
2501,2502,10/08/2015,eSadar,ecommerce,nan,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000.0,nan,201508
2502,2503,10/08/2015,Actionable Analytics,Machine Learning Platform,nan,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,-999.0,nan,201508
2503,2504,10/08/2015,MyPoolin,mobile social network,nan,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000.0,QPrize Contest Winners,201508
2504,2505,10/08/2015,NearBuy (previously groupon India),Hyper-Local Ecommerce,nan,New Delhi,Sequoia Capital,Private Equity,16000000.0,Series A,201508
2505,2506,10/08/2015,Inkmonk,Online printing marketplace,nan,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000.0,nan,201508
2506,2507,10/08/2015,ToneTag,mobile payment software platform,nan,Bangalore,Reliance Capital Venture,Private Equity,1000000.0,Series A,201508
2507,2508,10/08/2015,Grey Orange,Automated Storage & Warehousing Solution,nan,Gurgaon,Tiger Global Management,Private Equity,30000000.0,Series B,201508
2508,2509,11/08/2015,Livspace,Home Design & D\\xc3\\xa9cor solutions,nan,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000.0,Series A,201508
2509,2510,11/08/2015,WOW! MOMO,Quick Service Restaurant Chain,nan,Kolkata,Indian Angel Network,Seed Funding,1600000.0,nan,201508
2510,2511,11/08/2015,RainCan,Subscription based Online Grocery platform,nan,Pune,Ajeet Khurana & Others,Seed Funding,100000.0,nan,201508
2511,2512,11/08/2015,Allygrow Technologies,engineering services company,nan,Mumbai,Zodius Technology Fund,Private Equity,20000000.0,Series A,201508
2512,2513,11/08/2015,Infogain,Business and IT consulting,nan,New Delhi / US,ChrysCapital,Private Equity,63000000.0,nan,201508
2513,2514,12/08/2015,OneAssist,Credit Card Fraud protection solutions,nan,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000.0,Series B,201508
2514,2515,12/08/2015,BigBasket,Online & mobile Grocery store,nan,Bangalore,Bessemer Venture Partners,Private Equity,50000000.0,Series C,201508
2515,2516,12/08/2015,Sheroes,Career Community for Women,nan,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000.0,nan,201508
2516,2517,12/08/2015,Scripbox,Mutual Fund Investing platform,nan,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000.0,Series A,201508
2517,2518,13/08/2015,etaout,Ecommerce Marketing Software Platform,nan,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham & Group of other Angel investors",Seed Funding,500000.0,nan,201508
2518,2519,13/08/2015,IFMR Holdings,Financial Inclusion platform,nan,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25000000.0,Series B,201508
2519,2520,13/08/2015,Massblurb,Digital Marketing automation solution,nan,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,-999.0,nan,201508
2520,2521,13/08/2015,Agrostar,Mobile Commerce for Farmers,nan,Pune,IDG Ventures,Private Equity,4000000.0,Series A,201508
2521,2522,14/08/2015,VoxWeb,Picture based Social App,nan,Mumbai,Jitendra Gupta & others,Seed Funding,100000.0,nan,201508
2522,2523,14/08/2015,Trukky,Logistics service platform,nan,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,245000.0,nan,201508
2523,2524,14/08/2015,VanityCube,On-Demand Beauty Services,nan,New Delhi,Group of angel investors,Seed Funding,-999.0,nan,201508
2524,2525,17/08/2015,Edu4Share,Exam Preparation Platform,nan,New Delhi,Nalin Jain & other angel investors,Seed Funding,220000.0,nan,201508
2525,2526,17/08/2015,YourStory,Startup Focused Online Publisher,nan,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,-999.0,nan,201508
2526,2527,17/08/2015,Sampurnearth,Waste Management Solutions,nan,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,160000.0,nan,201508
2527,2528,17/08/2015,Orobind,App based Fitness coaching,nan,Bangalore,Existing & New Investors,Private Equity,-999.0,pre series A,201508
2528,2529,17/08/2015,Fixy,On demand cleaning & fixing services,nan,Mumbai,VentureNursery,Seed Funding,-999.0,nan,201508
2529,2530,17/08/2015,MSM Box,Beauty & Lifestyle platform,nan,New Delhi,Rohit Goel,Seed Funding,-999.0,nan,201508
2530,2531,17/08/2015,ShadowFax,on-demand delivery service,nan,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,310000.0,nan,201508
2531,2532,17/08/2015,Gadgets 360,Car & Bike ecommerce platform,nan,New Delhi,One97 Communications,Private Equity,-999.0,Strategic Investment,201508
2532,2533,18/08/2015,Roposo,Fashion Discovery platform,nan,Gurgaon,Tiger Global,Private Equity,15000000.0,Series B,201508
2533,2534,18/08/2015,IntelligenceNODE,Data Analytics Platform,nan,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000.0,Series A,201508
2534,2535,18/08/2015,HyperVerge,Deep Learning Cloud Algorithms,nan,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,1000000.0,nan,201508
2535,2536,18/08/2015,Twyst,Location based engagement & rewards platform,nan,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,-999.0,nan,201508
2536,2537,18/08/2015,IDfy,Online Identity Verification Services platform,nan,Mumbai,"NEA, Blume Ventures & others",Private Equity,-999.0,Series A,201508
2537,2538,18/08/2015,Zoojoo.be,Corporate Wellness App,nan,Bangalore,RoundGlass Partners,Private Equity,1000000.0,Series A,201508
2538,2539,19/08/2015,Fashionove,Fashion Search & Review Platform,nan,Kolkata,Umesh Yadav,Seed Funding,-999.0,nan,201508
2539,2540,19/08/2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",nan,Mumbai,Unilazer Ventures,Private Equity,2400000.0,nan,201508
2540,2541,19/08/2015,Envoged,pre-owned Luxury online apparel seller,nan,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,-999.0,nan,201508
2541,2542,19/08/2015,MebelKart,Online Furniture Marketplace,nan,Bangalore,AskMe,Private Equity,20000000.0,nan,201508
2542,2543,20/08/2015,LabsAdvisor,Online Diagnostic Tests Marketplace,nan,New Delhi,Group of Angel Investors,Seed Funding,156000.0,nan,201508
2543,2544,20/08/2015,Flatpebble,Online marketplace for Photographers,nan,Hyderabad,Indian Angel Network,Seed Funding,600000.0,nan,201508
2544,2545,20/08/2015,Bluegape.com,Visual Blogging platform,nan,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,600000.0,nan,201508
2545,2546,21/08/2015,ePoise,Job Search Platform,nan,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,500000.0,nan,201508
2546,2547,24/08/2015,Jolly Food Fellow,Food Customer analytics platform,nan,Ahmedabad,The 1947,Seed Funding,300000.0,nan,201508
2547,2548,24/08/2015,BookMeIn,Professional Service Appointment booking service,nan,Mumbai,Ajmera Group of Companies,Seed Funding,400000.0,nan,201508
2548,2549,24/08/2015,iZofy,Scientific Horoscope Online Assistance platform,nan,Kolkata,Prime Capital Markets Ltd,Seed Funding,-999.0,nan,201508
2549,2550,24/08/2015,rBus,Tech enabled AC bus service,nan,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,-999.0,nan,201508
2550,2551,25/08/2015,Qyk App,On-Demand App based Professional service provider,nan,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1000000.0,pre-series A,201508
2551,2552,25/08/2015,EazyDiner,Restaurant Reservation Platform,nan,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,3000000.0,Series A,201508
2552,2553,25/08/2015,RevX,Cross-channel CRM platform,nan,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4000000.0,Series A,201508
2553,2554,25/08/2015,ICustomMadeIt,Professional Custom creators Marketplace,nan,Pune,Group of Angel Investors,Seed Funding,250000.0,nan,201508
2554,2555,26/08/2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,nan,New Delhi,GHV Accelerator,Seed Funding,100000.0,nan,201508
2555,2556,26/08/2015,Belita,On-Demand Beauty Service,nan,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,400000.0,nan,201508
2556,2557,26/08/2015,EzySolare,solar products and services marketplace,nan,Ahmedabad,Infuse Ventures,Seed Funding,-999.0,nan,201508
2557,2558,26/08/2015,FoodTalkIndia,Online Food Community Platform,nan,Gurgaon,Undisclosed Investor,Seed Funding,500000.0,nan,201508
2558,2559,27/08/2015,InstaSafe,Private Cloud Networks SAAS platform,nan,Bangalore,Group of Investors,Seed Funding,-999.0,nan,201508
2559,2560,27/08/2015,Eazy Coach,Education Marketplace,nan,Kolkata,Ravi Agarwal,Seed Funding,-999.0,nan,201508
2560,2561,27/08/2015,Djubo.com,Cloud Based Hotel Sales Platform,nan,New Delhi,Ibibo Group,Private Equity,-999.0,Strategic Investment,201508
2561,2562,28/08/2015,BetterButter.in,online recipe sharing platform,nan,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,-999.0,nan,201508
2562,2563,28/08/2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,nan,Bangalore,Rocket Internet,Private Equity,2000000.0,Pre-Series A,201508
2563,2564,28/08/2015,RollMafia,QSR Restaurant Chain,nan,Pune,Equentia Natural Resources,Seed Funding,160000.0,nan,201508
2564,2565,29/08/2015,iamwire,Digital Media publishing platform,nan,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,-999.0,nan,201508
2565,2566,31/08/2015,DropKaffe,Online Coffee Delivery platform,nan,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,300000.0,nan,201508
2566,2567,31/08/2015,Reverie,Language Localization Cloud platform,nan,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000.0,Series A,201508
2567,2568,31/08/2015,Infinite Analytics,Big Data & predictive Analysis Platform,nan,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,-999.0,Bridge Round,201508
2568,2569,01/07/2015,Parcelled,Online Logistics Platform,nan,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,-999.0,nan,201507
2569,2570,01/07/2015,Retigence Technologies,Business IT Intelligence Services,nan,Mumbai,Omnivore Partners,Private Equity,-999.0,Series A,201507
2570,2571,01/07/2015,Cloudcherry Analytics,CRM / Analytics platform,nan,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,1000000.0,nan,201507
2571,2572,01/07/2015,HandyHome,Hyperlocal Electronics repair Service,nan,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,630000.0,nan,201507
2572,2573,01/07/2015,iDreamCareer,Ed-Tech Platform,nan,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,-999.0,nan,201507
2573,2574,01/07/2015,Ola Cabs,Cab rental Mobile app,nan,Bangalore,Ratan Tata,Private Equity,-999.0,Personal Investment,201507
2574,2575,01/07/2015,NxtGen,IT infrastructure & Data Center services,nan,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,13500000.0,Series A,201507
2575,2576,02/07/2015,BankBazaar,Online Financial Services,nan,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,60000000.0,Series C\\n(More here),201507
2576,2577,02/07/2015,Gozoomo,Used Car Marketplace,nan,Bangalore,SAIF Partners,Private Equity,5000000.0,Series A,201507
2577,2578,02/07/2015,Zenatix,Internet of Things platform,nan,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,161000.0,nan,201507
2578,2579,03/07/2015,CultureAlley,Language Learning App,nan,Jaipur,Tiger Global,Private Equity,6500000.0,Series A,201507
2579,2580,03/07/2015,Goqii,Mobile Fitness Marketplace,nan,Mumbai,Vijay Shekhar Sharma,Private Equity,-999.0,Pre-Series A,201507
2580,2581,03/07/2015,Gingercrush,Custom Merchandize platform,nan,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,1000000.0,nan,201507
2581,2582,04/07/2015,Elanic,P2P Pre-owned goods marketplace,nan,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,-999.0,nan,201507
2582,2583,04/07/2015,Stitchwood,Custom Furniture Marketplace,nan,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,395000.0,nan,201507
2583,2584,05/07/2015,Urban Tailor,Online Tailoring Services,nan,Bangalore,Group of angel investors,Seed Funding,-999.0,nan,201507
2584,2585,06/07/2015,ConfirmtTkt,Rail Ticket Confirmation predictor,nan,Bangalore,Pravin Agarwala & others,Seed Funding,-999.0,nan,201507
2585,2586,06/07/2015,Paper Boat,Ethnic Beverages manufacturer,nan,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,30000000.0,Series B,201507
2586,2587,06/07/2015,getNow,Hyperlocal Goods marketplace,nan,Nagpur,Atulya Mittal,Seed Funding,-999.0,nan,201507
2587,2588,07/07/2015,Wudstay,Budget Accommodation aggregator,nan,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3000000.0,Series A,201507
2588,2589,07/07/2015,Liases Foras,Real Estate Rating & Analysis,nan,New Delhi,DMG information Asia Pacific,Private Equity,5000000.0,Series A,201507
2589,2590,07/07/2015,Eatlo,Food Delivery platform,nan,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,-999.0,nan,201507
2590,2591,07/07/2015,IndiaLends,Financial Tech,nan,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,-999.0,Pre-Series A,201507
2591,2592,08/07/2015,Quinto,Food Discovery App,nan,Pune,Jaydeep Barman,Seed Funding,-999.0,nan,201507
2592,2593,08/07/2015,Saavn,Music Streaming App,nan,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000.0,Series C,201507
2593,2594,08/07/2015,Flytxt,Big Data & Analytics platform,nan,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,11000000.0,Series A,201507
2594,2595,08/07/2015,Axtria,Big Data & Analytics platform,nan,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000.0,Series C,201507
2595,2596,08/07/2015,33Coupons,Coupon Aggregator Platform,nan,Kanpur,Not Disclosed,Seed Funding,20000.0,nan,201507
2596,2597,08/07/2015,Ampere,Electric Scooter manufacturer,nan,Coimbatore,Ratan Tata,Seed Funding,-999.0,nan,201507
2597,2598,08/07/2015,Hopping Chef,Online Food-Tech Platform,nan,Mumbai,Mirah Hospitality,Seed Funding,470000.0,Strategic Investment,201507
2598,2599,08/07/2015,Collectabillia,Celebrity Fashion Brand,nan,Bangalore,Accel Partners,Private Equity,7500000.0,Series B,201507
2599,2600,08/07/2015,Lendingkart,Online Finance lending platform,nan,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000.0,Series A,201507
2600,2601,08/07/2015,Lybrate,Healthcare Mobile App,nan,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000.0,Series A,201507
2601,2602,08/07/2015,Zoomcar,Self-driven vehicle rental,nan,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,11000000.0,Series B,201507
2602,2603,09/07/2015,News in shorts,News Aggregator mobile app,nan,Noida,Tiger Global,Private Equity,20000000.0,Series B,201507
2603,2604,09/07/2015,Bluestone,Online Jewellery Store,nan,Bangalore,"IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,16200000.0,nan,201507
2604,2605,09/07/2015,Shopsity,Fashion Info Aggregator App,nan,Gurgaon," Sandeep Aggarwal, Teruhide Sato",Seed Funding,-999.0,nan,201507
2605,2606,09/07/2015,Notesgen,Online Study Notes Marketplace,nan,New Delhi,"Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,-999.0,nan,201507
2606,2607,10/07/2015,Infinity Assurance,Warranty Programs Service Administration,nan,New Delhi,Indian Angel Network,Seed Funding,600000.0,nan,201507
2607,2608,10/07/2015,Footprints Education,Pre-School Chain,nan,Gurgaon,"LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,685000.0,nan,201507
2608,2609,10/07/2015,Loylty Rewards,Premium Loyalty Rewards Point Management,nan,Mumbai,IndianIdeas.com,Private Equity,19350000.0,Late Stage,201507
2609,2610,13/07/2015,Ameyo,Contact Center Software Platform,nan,Gurgaon,Forum Synergies PE Fund,Private Equity,5000000.0,Series A,201507
2610,2611,13/07/2015,Mamagoto,Casual Dining restaurant Chain,nan,New Delhi,Goldman Sachs,Private Equity,10000000.0,Series A,201507
2611,2612,13/07/2015,Satvacart,Online Grocery Delivery,nan,Gurgaon,Palaash Ventures,Seed Funding,-999.0,nan,201507
2612,2613,14/07/2015,MySmartPrice,Online comparison engine,nan,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,10000000.0,Series B,201507
2613,2614,14/07/2015,Zenify,Residential Rental management platform,nan,Bangalore,Atul Jalan,Seed Funding,-999.0,nan,201507
2614,2615,14/07/2015,Boxmyspace,Physical Storage warehouses,nan,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,300000.0,nan,201507
2615,2616,14/07/2015,HackerRank,Tech Recruitment platform,nan,Bangalore,HR Technology fund,Private Equity,7500000.0,Series C,201507
2616,2617,14/07/2015,WickedRide,Bike Rental Platform,nan,Bangalore,Undisclosed,Seed Funding,790000.0,nan,201507
2617,2618,14/07/2015,WoWexpress,Tech enabled logistics platform,nan,Mumbai,Tamarind Family Private Trust,Seed Funding,500000.0,nan,201507
2618,2619,15/07/2015,Oyo Rooms,Budget Hotel Accommodation,nan,Gurgaon,"Softbank, Sequoia Capital",Private Equity,100000000.0,Series B,201507
2619,2620,15/07/2015,Mobikon,Restaurant customer engagement platform,nan,Pune,Jungle Ventures,Private Equity,2300000.0,Series B,201507
